# =============================================================================
# class-overrides.tsv — per-class runner accommodations for run-hib.sh
#
# THIS FILE IS TRACKED IN GIT ON PURPOSE.
#
# `apps/` is gitignored wholesale (.gitignore:12), so everything else in
# apps/hib-suite-runner/ carries no history: it cannot be diffed, blamed, or
# restored, and it has already been silently lost twice —
#   * 2026-07-16: the driver files (rerun.sh, common.args, CratonRunner.java,
#     testlist.txt, ...) were truncated to zero bytes by local disk exhaustion
#     and were restored from a hib-suite-runner.tar backup three weeks stale;
#   * 2026-07-22 -> 2026-07-31: the per-class timeout/mode accommodation for
#     DefaultCatalogAndSchemaTest was implemented, validated, documented as
#     "Resolved", and then vanished from run-hib.sh with nothing to flag it.
#     See docs/known-issues/... (now fixed-suite-bugs/hibernate/
#     qualfiedtablenaming-runner-timeout-floor-lost-20260731-FIXED.md).
#
# run-hib.sh and this table are force-added (`git add -f`) past the apps/
# ignore so a future truncation or stale-backup restore shows up as a normal
# `git status` modification instead of disappearing invisibly.
#
# -----------------------------------------------------------------------------
# FORMAT — tab-separated, three columns. `#` comments and blank lines ignored.
#
#   <fully.qualified.TestClass>   <timeout-seconds | ->   <extra VM flags | ->
#
#   timeout   a FLOOR, not an absolute: the class runs with
#             max(this, the run's --timeout/$TIMEOUT). `-` = no override.
#   flags     extra CratonVM flags appended for this class only, AFTER the
#             @common.args argfile — so a `-D` here beats the same `-D` in
#             common.args (last one wins, on CratonVM and HotSpot alike).
#             They used to be placed BEFORE the argfile, which silently made
#             every `-D` entry a no-op; changed 2026-09-11 for JpaLargeBlobTest
#             below, which needs common.args' per-test
#             `-Djunit.jupiter.execution.timeout.default=120s` raised.
#             Space-separated. Already-present flags are not duplicated.
#             `-` = none.
#
# Verify the table is actually live before trusting a suite run:
#     ./run-hib.sh overrides
# A run whose header does not print `overrides=N (loaded)` is running without
# these accommodations and will misreport the classes below.
# -----------------------------------------------------------------------------

# DefaultCatalogAndSchemaTest — 132-method @ParameterizedClass matrix, each
# method bootstrapping a SessionFactory and generating DDL. Legitimately far
# slower than the suite's flat 300s per-class cap, so it needs a floor; without
# one `timeout` kills it at 300s and it is reported HANG with ms=0 and no
# @@RESULT, forever. Root cause of the original hang: fixed-suite-bugs/
# hibernate/qualfiedtablenaming-hang-cluster-20260721-FIXED.md
#
# THE OLD RATIONALE HERE WAS STALE, AND SO WERE ITS NUMBERS. It said the class
# was "deliberately quarantined to the interpreter (41cdfdf94)" via
# NamingHelper.hashedName -> BigInteger.toString(35) ->
# java/math/MutableBigInteger, and quoted clean runtimes of 620,902-1,804,813
# ms. That quarantine was REMOVED on 2026-07-31 with the last static ban mirrors
# (see the #[ignore] on `hibernate_biginteger_divide_cluster_is_never_background_enqueued`
# in jit/src/tiered.rs) — the comment outlived the defect by six weeks and would
# have sent the next reader hunting a JIT ban that no longer exists.
#
# What the time actually was, measured 2026-08-11 on Azure Linux with
# `perf record`: `Arena::alloc` at 76% of all CPU, i.e. the arena span tier's
# unbounded first-fit scan (fixed by keying it on size, gc/src/arena.rs). JIT-ON
# was 3.8x SLOWER than --nojit before that fix and is faster than it after.
# Sequential, same box, same 1500m heap, 132/132 both sides:
#   real HotSpot   30s
#   CratonVM      516s   (was ~2300s)
# Still 17x, hence the floor stays — but 3600s is now generous rather than
# barely sufficient, and a full-suite shard run measured 2194s under six-way
# contention, so do not lower it without re-measuring under load.
# than the per-class one, and it needs both columns to survive.
#
# The body is one test method that hands H2 a `LobInputStream` and asks it to
# store `LobEntity.BLOB_LENGTH` = 100,000,000 bytes. `available()` returns 1,
# so `InputStream.read(byte[],int,int)`'s default implementation falls back to
# one `read()` call per byte, and each of those 100 million calls executes
# `new Random().nextInt()` — a fresh Random per byte. It is a pure
# allocate-and-nanoTime loop, nothing to do with the database.
#
# MEASURED 2026-09-11, same box (32 cores), same common.args, ZGC, --Xmx 1500m,
# fork-per-class, 3 runs per arm:
#
#   real HotSpot 25.0.3+9   ok=1   6.5s / 7.1s / 8.4s
#   CratonVM (ZGC, c1c2)    ok=1   144s idle; 270s and 277s with one other
#                                  CratonVM copy of the same class on the box
#
# ~18x, the same order as OffsetDateTimeTest/ZonedDateTimeTest/SmokeTests above,
# so: slow, not hung.
#
# WHY THE FLAGS COLUMN IS NEEDED TOO. 144s is over common.args' per-test
# `-Djunit.jupiter.execution.timeout.default=120s`, which is a JUnit-level cap
# and is NOT raised by the timeout column. Left at 120s the run does not fail
# fast either: JUnit's SAME_THREAD timeout only interrupts, the byte loop never
# checks the flag, and the interrupted run then takes LONGER than the
# uninterrupted one — 238s/270s/286s over 3 runs, ending in
# `TimeoutException: jpaBlobStream(...) timed out after 120 seconds`. That is
# the whole 2026-09-11 suite observation: at 6 shards x 2 JIT arms the same work
# crossed the flat 300s wall cap first and was recorded HANG rc=124 with ms=0 in
# BOTH arms. Verified as JUnit behaviour, not a CratonVM one: HotSpot with the
# cap forced to 1s/3s behaves identically (runs to completion, 11.3s/11.6s vs
# an 8s baseline, then reports the same TimeoutException).
#
# So the floor alone would convert HANG into FAIL, and the flag alone would
# leave it HANG. 900s on both, matching the temporal/SmokeTests floors and
# leaving room for the 12-way contention a full two-arm run produces.
#
# CORRECTS TWO DOCS. known-issues/hibernate/
# jpalargeblobtest-per-native-call-floor-20260830.md and the retired
# jpalargeblob-random-state-side-table-FIXED-20260830.md both say the 120s is
# "`@Timeout(120)`, a METHOD-level JUnit annotation, which no runner property
# widens". There is no `@Timeout` anywhere in JpaLargeBlobTest.java; the 120s is
# common.args' `junit.jupiter.execution.timeout.default`, and raising it does
# widen the budget (measured: the same run that reports TimeoutException at 120s
# reports ok=1 at 900s). That wrong sentence is why this class had no override.
# The throughput finding on that page stands — 2318 ns/byte there, ~1440 today
# after 5903d40ca inlined Long.longValue/Integer.intValue — it is only the
# "cannot be widened" claim that is false.
org.hibernate.orm.test.lob.JpaLargeBlobTest	900	-Djunit.jupiter.execution.timeout.default=900s
